일자,시가,고가,저가,종가,거래량,,,,,,,,,,,,
2022-01-28,"44,350","45,250","44,200","45,000","1,347,468",,,,,,,,,,,,
2022-01-27,"43,950","44,800","43,200","44,100","1,367,166",,,,,,,,,,,,
2022-01-26,"43,750","44,450","43,300","44,400","1,201,765",,,,,,,,,,,,
2022-01-25,"43,700","44,000","42,600","43,100","1,374,645",,,,,,,,,,,,
2022-01-24,"45,500","45,550","43,650","44,350","1,188,282",,,,,,,,,,,,
2022-01-21,"44,850","45,700","44,550","45,550","855,764",,,,,,,,,,,,
2022-01-20,"46,900","46,900","45,250","45,350","1,210,863",,,,,,,,,,,,
2022-01-19,"45,800","47,450","45,500","46,950","2,306,986",,,,,,,,,,,,
2022-01-18,"45,350","45,750","45,000","45,450","1,240,659",,,,,,,,,,,,
2022-01-17,"45,800","46,000","44,800","45,100","1,108,186",,,,,,,,,,,,
2022-01-14,"46,500","46,850","45,700","46,200","986,956",,,,,,,,,,,,
2022-01-13,"46,500","46,900","46,250","46,900","1,484,607",,,,,,,,,,,,
2022-01-12,"46,650","46,850","45,850","46,550","1,939,880",,,,,,,,,,,,
2022-01-11,"45,850","46,800","45,400","46,700","2,973,292",,,,,,,,,,,,
2022-01-10,"43,650","45,450","43,550","45,400","2,740,119",,,,,,,,,,,,
2022-01-07,"43,200","43,500","42,400","43,450","1,031,482",,,,,,,,,,,,
2022-01-06,"42,850","43,250","42,650","43,200","1,051,238",,,,,,,,,,,,
2022-01-05,"42,950","43,350","42,500","43,000","1,487,051",,,,,,,,,,,,
2022-01-04,"42,450","42,800","42,250","42,700","664,584",,,,,,,,,,,,
2022-01-03,"42,050","42,600","42,000","42,350","693,817",,,,,,,,,,,,
2021-12-30,"42,300","42,700","42,050","42,050","797,447",,,,,,,,,,,,
2021-12-29,"42,100","42,850","42,000","42,700","1,443,867",,,,,,,,,,,,
2021-12-28,"44,100","44,250","43,800","43,950","2,000,608",,,,,,,,,,,,
2021-12-27,"44,500","44,600","44,000","44,100","894,064",,,,,,,,,,,,
2021-12-24,"44,200","44,550","44,200","44,450","674,401",,,,,,,,,,,,
2021-12-23,"44,600","44,600","44,150","44,350","666,946",,,,,,,,,,,,
2021-12-22,"44,450","44,700","44,200","44,300","499,579",,,,,,,,,,,,
2021-12-21,"44,400","44,600","44,050","44,350","689,022",,,,,,,,,,,,
2021-12-20,"44,500","44,600","43,950","44,050","933,614",,,,,,,,,,,,
2021-12-17,"43,850","44,850","43,600","44,850","1,157,064",,,,,,,,,,,,
2021-12-16,"43,800","43,850","43,450","43,700","591,651",,,,,,,,,,,,
2021-12-15,"43,200","43,750","43,100","43,750","553,608",,,,,,,,,,,,
2021-12-14,"43,000","43,600","43,000","43,600","453,500",,,,,,,,,,,,
2021-12-13,"43,200","43,900","43,100","43,500","672,216",,,,,,,,,,,,
2021-12-10,"43,300","43,400","42,750","43,100","594,495",,,,,,,,,,,,
2021-12-09,"42,950","43,550","42,900","43,300","1,862,298",,,,,,,,,,,,
2021-12-08,"43,250","43,800","43,050","43,200","929,121",,,,,,,,,,,,
2021-12-07,"42,600","43,000","42,100","43,000","698,015",,,,,,,,,,,,
2021-12-06,"42,050","42,850","41,750","42,600","692,318",,,,,,,,,,,,
2021-12-03,"41,400","42,500","40,900","42,400","1,039,659",,,,,,,,,,,,
2021-12-02,"40,150","41,350","39,800","41,350","917,268",,,,,,,,,,,,
2021-12-01,"40,100","41,150","39,700","40,350","1,381,760",,,,,,,,,,,,
2021-11-30,"40,850","40,950","39,200","39,500","2,447,803",,,,,,,,,,,,
2021-11-29,"40,750","41,350","40,550","40,800","1,284,693",,,,,,,,,,,,
2021-11-26,"42,450","42,600","41,550","41,750","1,003,852",,,,,,,,,,,,
2021-11-25,"43,150","43,150","42,500","42,500","866,387",,,,,,,,,,,,
2021-11-24,"42,850","43,650","42,800","43,450","1,079,925",,,,,,,,,,,,
2021-11-23,"42,800","43,250","42,500","42,500","1,706,677",,,,,,,,,,,,
2021-11-22,"42,000","42,900","41,800","42,400","920,916",,,,,,,,,,,,
2021-11-19,"42,050","42,550","41,800","42,500","851,245",,,,,,,,,,,,
2021-11-18,"42,450","42,600","41,900","42,150","1,007,806",,,,,,,,,,,,
2021-11-17,"43,700","43,950","42,600","42,700","1,412,068",,,,,,,,,,,,
2021-11-16,"43,350","43,850","43,050","43,850","847,858",,,,,,,,,,,,
2021-11-15,"43,550","43,750","43,350","43,500","713,954",,,,,,,,,,,,
2021-11-12,"43,400","43,750","43,150","43,550","685,460",,,,,,,,,,,,
2021-11-11,"44,150","44,150","43,100","43,200","1,133,539",,,,,,,,,,,,
2021-11-10,"43,800","44,300","43,700","43,750","733,149",,,,,,,,,,,,
2021-11-09,"43,950","44,900","43,800","44,200","862,920",,,,,,,,,,,,
2021-11-08,"43,850","43,900","43,250","43,700","814,709",,,,,,,,,,,,
2021-11-05,"44,250","44,350","43,400","43,800","1,130,436",,,,,,,,,,,,
2021-11-04,"44,550","44,850","44,300","44,450","867,299",,,,,,,,,,,,
2021-11-03,"45,450","45,500","44,100","44,200","931,962",,,,,,,,,,,,
2021-11-02,"45,100","46,000","45,050","45,300","728,992",,,,,,,,,,,,
2021-11-01,"45,300","45,700","44,850","45,200","927,855",,,,,,,,,,,,
2021-10-29,"45,500","45,800","44,700","45,000","1,007,823",,,,,,,,,,,,
2021-10-28,"46,200","46,250","45,300","45,350","1,189,105",,,,,,,,,,,,
2021-10-27,"47,100","47,100","45,850","46,250","1,342,333",,,,,,,,,,,,
2021-10-26,"47,450","47,450","46,850","47,350","1,195,974",,,,,,,,,,,,
2021-10-25,"46,300","47,500","45,850","47,300","1,104,755",,,,,,,,,,,,
2021-10-22,"45,650","46,500","45,600","46,150","795,564",,,,,,,,,,,,
2021-10-21,"45,500","46,200","45,350","46,000","1,313,865",,,,,,,,,,,,
2021-10-20,"44,450","45,700","44,350","45,550","1,230,992",,,,,,,,,,,,
2021-10-19,"44,600","44,700","44,200","44,450","489,246",,,,,,,,,,,,
2021-10-18,"44,400","44,600","44,000","44,500","714,304",,,,,,,,,,,,
2021-10-15,"44,050","44,350","43,850","44,200","1,015,302",,,,,,,,,,,,
2021-10-14,"44,100","44,200","43,500","43,900","1,147,952",,,,,,,,,,,,
2021-10-13,"43,950","44,450","43,700","44,050","717,491",,,,,,,,,,,,
2021-10-12,"44,500","44,500","43,250","44,150","1,340,700",,,,,,,,,,,,
2021-10-08,"45,050","45,400","44,500","44,600","926,245",,,,,,,,,,,,
2021-10-07,"44,950","45,600","44,950","45,450","589,449",,,,,,,,,,,,
2021-10-06,"45,550","45,900","44,700","44,900","917,411",,,,,,,,,,,,
2021-10-05,"45,350","46,000","44,400","45,100","1,388,412",,,,,,,,,,,,
2021-10-01,"46,400","46,550","45,500","45,850","924,354",,,,,,,,,,,,
2021-09-30,"45,200","46,400","45,150","46,400","1,006,954",,,,,,,,,,,,
2021-09-29,"46,000","46,200","45,000","45,550","1,481,164",,,,,,,,,,,,
2021-09-28,"45,300","46,250","44,950","45,700","1,739,336",,,,,,,,,,,,
2021-09-27,"44,350","45,250","44,350","44,650","657,507",,,,,,,,,,,,
2021-09-24,"44,750","45,450","44,550","44,850","838,738",,,,,,,,,,,,
2021-09-23,"44,000","44,500","43,700","44,300","803,532",,,,,,,,,,,,
2021-09-17,"44,400","44,750","44,150","44,400","880,453",,,,,,,,,,,,
2021-09-16,"44,900","45,400","44,400","44,750","731,515",,,,,,,,,,,,
2021-09-15,"44,500","45,500","44,500","45,100","982,226",,,,,,,,,,,,
2021-09-14,"44,500","45,650","44,450","45,150","1,536,203",,,,,,,,,,,,
2021-09-13,"43,300","44,100","43,300","44,000","575,281",,,,,,,,,,,,
2021-09-10,"43,650","44,000","43,100","43,500","1,098,231",,,,,,,,,,,,
2021-09-09,"43,650","44,400","43,650","43,950","1,190,568",,,,,,,,,,,,
2021-09-08,"43,100","44,450","43,100","44,150","1,083,259",,,,,,,,,,,,
2021-09-07,"43,600","43,850","43,150","43,350","821,455",,,,,,,,,,,,
2021-09-06,"44,400","44,600","43,650","44,000","702,301",,,,,,,,,,,,
2021-09-03,"44,400","44,800","44,300","44,650","693,550",,,,,,,,,,,,
2021-09-02,"44,650","45,350","44,450","44,650","852,126",,,,,,,,,,,,
2021-09-01,"45,450","45,450","44,450","45,100","790,389",,,,,,,,,,,,
2021-08-31,"43,550","45,050","43,100","45,050","1,423,949",,,,,,,,,,,,
2021-08-30,"45,250","45,250","43,650","43,650","1,016,887",,,,,,,,,,,,
2021-08-27,"44,700","45,150","44,200","45,150","841,814",,,,,,,,,,,,
2021-08-26,"45,000","45,500","43,900","44,800","1,254,546",,,,,,,,,,,,
2021-08-25,"43,650","44,900","43,650","44,900","784,980",,,,,,,,,,,,
2021-08-24,"43,650","44,300","43,200","44,250","1,132,801",,,,,,,,,,,,
2021-08-23,"42,250","43,150","42,100","42,600","895,352",,,,,,,,,,,,
2021-08-20,"42,700","42,950","41,550","41,900","1,390,015",,,,,,,,,,,,
2021-08-19,"44,000","44,200","42,550","42,900","1,312,667",,,,,,,,,,,,
2021-08-18,"44,450","44,700","44,100","44,550","740,907",,,,,,,,,,,,
2021-08-17,"44,600","45,000","44,000","44,500","1,041,593",,,,,,,,,,,,
2021-08-13,"45,500","45,550","44,250","44,650","1,289,073",,,,,,,,,,,,
2021-08-12,"45,300","45,650","44,900","45,300","1,076,354",,,,,,,,,,,,
2021-08-11,"44,400","45,150","44,350","45,000","1,052,363",,,,,,,,,,,,
2021-08-10,"44,300","44,600","43,850","44,250","800,143",,,,,,,,,,,,
2021-08-09,"43,850","44,700","43,700","44,300","1,438,797",,,,,,,,,,,,
2021-08-06,"43,600","44,050","43,200","43,250","772,484",,,,,,,,,,,,
2021-08-05,"43,650","44,200","43,350","43,350","673,470",,,,,,,,,,,,
2021-08-04,"43,200","44,100","43,100","44,000","997,892",,,,,,,,,,,,
2021-08-03,"42,550","43,100","42,400","43,100","927,513",,,,,,,,,,,,
2021-08-02,"43,750","43,750","42,500","42,800","910,230",,,,,,,,,,,,
2021-07-30,"44,200","44,250","43,150","43,450","1,261,975",,,,,,,,,,,,
2021-07-29,"45,100","45,300","44,400","44,700","1,010,566",,,,,,,,,,,,
2021-07-28,"44,150","44,750","43,750","44,750","950,495",,,,,,,,,,,,
2021-07-27,"44,200","44,600","43,850","44,150","682,255",,,,,,,,,,,,
2021-07-26,"44,300","44,300","43,450","43,800","882,799",,,,,,,,,,,,
2021-07-23,"44,750","44,750","43,550","44,100","1,522,743",,,,,,,,,,,,
2021-07-22,"42,800","44,100","42,700","43,900","1,641,837",,,,,,,,,,,,
2021-07-21,"42,350","42,550","42,100","42,200","1,045,193",,,,,,,,,,,,
2021-07-20,"42,000","42,250","41,800","42,050","1,655,190",,,,,,,,,,,,
2021-07-19,"43,250","43,700","42,700","42,800","799,531",,,,,,,,,,,,
2021-07-16,"43,350","44,050","43,200","43,800","843,142",,,,,,,,,,,,
2021-07-15,"43,000","43,800","42,900","43,800","725,620",,,,,,,,,,,,
2021-07-14,"43,450","43,450","42,700","43,100","1,137,990",,,,,,,,,,,,
2021-07-13,"43,600","44,100","43,400","43,700","1,088,247",,,,,,,,,,,,
2021-07-12,"43,200","43,900","43,100","43,150","1,309,915",,,,,,,,,,,,
2021-07-09,"42,650","43,000","41,800","42,500","2,098,844",,,,,,,,,,,,
2021-07-08,"43,700","44,300","43,600","43,650","1,125,389",,,,,,,,,,,,
2021-07-07,"44,400","44,650","43,800","44,000","1,354,151",,,,,,,,,,,,
2021-07-06,"45,100","45,200","44,900","44,950","440,477",,,,,,,,,,,,
2021-07-05,"45,300","45,350","44,950","44,950","450,060",,,,,,,,,,,,
2021-07-02,"45,300","45,900","45,150","45,350","529,034",,,,,,,,,,,,
2021-07-01,"46,100","46,150","45,300","45,300","700,627",,,,,,,,,,,,
2021-06-30,"46,550","46,800","45,950","46,050","807,122",,,,,,,,,,,,
2021-06-29,"46,900","46,950","46,200","46,500","1,132,167",,,,,,,,,,,,
2021-06-28,"47,800","48,000","47,250","47,550","1,637,450",,,,,,,,,,,,
2021-06-25,"46,950","47,500","46,550","47,350","1,425,825",,,,,,,,,,,,
2021-06-24,"44,850","46,250","44,850","45,850","981,969",,,,,,,,,,,,
2021-06-23,"45,550","45,650","44,800","45,000","764,412",,,,,,,,,,,,
2021-06-22,"44,900","45,750","44,850","45,500","880,244",,,,,,,,,,,,
2021-06-21,"44,800","45,000","44,250","44,500","1,273,960",,,,,,,,,,,,
2021-06-18,"45,350","45,850","45,100","45,300","1,238,716",,,,,,,,,,,,
2021-06-17,"46,800","46,800","45,750","46,000","1,396,552",,,,,,,,,,,,
2021-06-16,"44,850","46,000","44,800","46,000","1,119,952",,,,,,,,,,,,
2021-06-15,"44,600","45,150","44,400","44,750","763,085",,,,,,,,,,,,
2021-06-14,"45,500","45,800","44,650","44,900","1,228,205",,,,,,,,,,,,
2021-06-11,"45,750","46,000","45,450","45,850","907,314",,,,,,,,,,,,
2021-06-10,"45,850","46,500","45,750","46,000","1,680,250",,,,,,,,,,,,
2021-06-09,"46,600","46,700","46,050","46,050","896,486",,,,,,,,,,,,
2021-06-08,"46,700","47,250","46,700","46,900","743,653",,,,,,,,,,,,
2021-06-07,"47,050","47,100","46,200","47,100","883,641",,,,,,,,,,,,
2021-06-04,"47,200","48,000","46,700","46,900","1,230,234",,,,,,,,,,,,
2021-06-03,"47,850","47,850","47,150","47,350","1,250,428",,,,,,,,,,,,
2021-06-02,"47,000","47,500","46,400","47,100","1,353,083",,,,,,,,,,,,
2021-06-01,"46,400","46,850","46,150","46,450","645,915",,,,,,,,,,,,
2021-05-31,"45,750","46,750","45,500","46,550","1,085,515",,,,,,,,,,,,
2021-05-28,"44,700","45,900","44,700","45,550","1,213,477",,,,,,,,,,,,
2021-05-27,"45,000","45,350","44,300","44,400","2,821,249",,,,,,,,,,,,
2021-05-26,"45,400","45,800","45,000","45,300","1,012,390",,,,,,,,,,,,
2021-05-25,"45,200","45,800","45,000","45,750","916,456",,,,,,,,,,,,
2021-05-24,"44,700","45,600","44,500","45,300","1,163,367",,,,,,,,,,,,
2021-05-21,"45,900","46,250","44,550","44,700","1,635,858",,,,,,,,,,,,
2021-05-20,"46,550","47,050","46,000","46,100","1,299,360",,,,,,,,,,,,
2021-05-18,"46,400","47,450","46,300","47,200","1,136,742",,,,,,,,,,,,
2021-05-17,"45,850","46,550","45,550","46,400","896,178",,,,,,,,,,,,
2021-05-14,"46,300","46,500","45,750","45,900","995,440",,,,,,,,,,,,
2021-05-13,"45,200","47,250","45,200","46,850","1,834,870",,,,,,,,,,,,
2021-05-12,"46,600","46,800","45,200","45,700","1,019,120",,,,,,,,,,,,
2021-05-11,"46,800","47,350","45,600","46,800","1,459,579",,,,,,,,,,,,
2021-05-10,"46,500","47,350","45,400","46,800","1,257,657",,,,,,,,,,,,
2021-05-07,"46,400","46,550","45,750","46,300","1,116,867",,,,,,,,,,,,
2021-05-06,"44,400","46,350","44,200","46,350","1,569,158",,,,,,,,,,,,
2021-05-04,"44,000","44,550","43,300","43,750","869,874",,,,,,,,,,,,
2021-05-03,"45,700","46,300","43,550","43,950","1,769,702",,,,,,,,,,,,
2021-04-30,"44,900","46,900","44,400","45,650","2,208,796",,,,,,,,,,,,
2021-04-29,"44,550","45,150","44,150","44,800","1,563,769",,,,,,,,,,,,
2021-04-28,"43,950","44,450","43,500","44,400","1,289,986",,,,,,,,,,,,
2021-04-27,"43,300","43,950","43,050","43,900","1,188,900",,,,,,,,,,,,
2021-04-26,"43,600","44,200","42,650","43,000","1,755,884",,,,,,,,,,,,
2021-04-23,"42,000","43,500","41,750","42,900","1,707,206",,,,,,,,,,,,
2021-04-22,"41,600","42,650","41,400","42,000","1,430,766",,,,,,,,,,,,
2021-04-21,"41,750","42,000","41,200","41,550","1,104,553",,,,,,,,,,,,
2021-04-20,"41,000","42,350","41,000","42,300","1,342,019",,,,,,,,,,,,
2021-04-19,"41,000","41,200","40,800","40,950","567,793",,,,,,,,,,,,
2021-04-16,"41,400","41,600","40,850","41,000","1,041,516",,,,,,,,,,,,
2021-04-15,"40,950","42,200","40,900","41,650","1,259,282",,,,,,,,,,,,
2021-04-14,"41,200","41,300","40,800","41,150","1,081,722",,,,,,,,,,,,
2021-04-13,"41,600","41,600","40,950","41,250","901,354",,,,,,,,,,,,
2021-04-12,"41,000","41,800","41,000","41,600","824,762",,,,,,,,,,,,
2021-04-09,"41,700","41,800","41,100","41,250","837,559",,,,,,,,,,,,
2021-04-08,"42,400","42,400","41,450","41,650","1,127,931",,,,,,,,,,,,
2021-04-07,"41,300","42,300","41,050","42,300","1,413,817",,,,,,,,,,,,
2021-04-06,"41,800","41,800","41,100","41,100","736,259",,,,,,,,,,,,
2021-04-05,"41,000","41,750","40,650","41,750","931,812",,,,,,,,,,,,
2021-04-02,"41,350","41,550","40,700","41,150","927,581",,,,,,,,,,,,
2021-04-01,"42,150","42,500","41,250","41,350","1,475,822",,,,,,,,,,,,
2021-03-31,"41,400","43,100","41,300","42,800","1,770,744",,,,,,,,,,,,
2021-03-30,"41,600","42,450","41,300","41,350","1,750,427",,,,,,,,,,,,
2021-03-29,"40,950","41,500","40,400","41,300","1,030,722",,,,,,,,,,,,
2021-03-26,"41,100","41,700","40,700","40,750","1,297,853",,,,,,,,,,,,
2021-03-25,"40,350","41,300","39,950","40,750","1,651,071",,,,,,,,,,,,
2021-03-24,"41,200","41,700","40,400","40,950","1,502,202",,,,,,,,,,,,
2021-03-23,"41,400","41,800","41,000","41,050","1,363,918",,,,,,,,,,,,
2021-03-22,"42,150","42,450","41,600","41,800","1,213,561",,,,,,,,,,,,
2021-03-19,"42,500","42,800","41,600","42,550","2,008,537",,,,,,,,,,,,
2021-03-18,"41,300","42,100","40,550","41,550","1,879,836",,,,,,,,,,,,
2021-03-17,"41,800","42,150","40,850","41,400","1,347,032",,,,,,,,,,,,
2021-03-16,"41,400","42,450","41,300","42,050","1,303,087",,,,,,,,,,,,
2021-03-15,"41,750","42,400","41,450","41,500","1,083,807",,,,,,,,,,,,
2021-03-12,"40,250","41,700","40,000","41,600","1,514,983",,,,,,,,,,,,
2021-03-11,"40,950","41,700","40,300","40,950","2,193,552",,,,,,,,,,,,
2021-03-10,"40,700","40,850","39,550","40,700","1,771,456",,,,,,,,,,,,
2021-03-09,"40,800","41,250","40,000","40,850","3,415,606",,,,,,,,,,,,
2021-03-08,"39,200","40,300","38,900","39,950","2,810,504",,,,,,,,,,,,
2021-03-05,"39,100","40,000","38,300","38,550","2,917,481",,,,,,,,,,,,
2021-03-04,"39,000","39,700","38,550","38,700","2,397,599",,,,,,,,,,,,
2021-03-03,"38,150","38,900","37,600","38,750","1,438,117",,,,,,,,,,,,
2021-03-02,"37,800","38,700","37,400","37,900","2,640,067",,,,,,,,,,,,
2021-02-26,"37,400","38,150","37,000","37,050","2,590,493",,,,,,,,,,,,
2021-02-25,"37,200","38,000","36,950","37,850","1,790,658",,,,,,,,,,,,
2021-02-24,"36,950","37,400","36,650","36,950","2,031,974",,,,,,,,,,,,
2021-02-23,"36,600","37,350","36,450","36,600","1,568,195",,,,,,,,,,,,
2021-02-22,"37,000","37,200","36,250","36,350","1,318,874",,,,,,,,,,,,
2021-02-19,"36,400","37,150","36,000","37,000","1,464,975",,,,,,,,,,,,
2021-02-18,"37,800","38,000","36,400","36,400","1,528,640",,,,,,,,,,,,
2021-02-17,"37,350","38,350","37,200","37,950","2,161,319",,,,,,,,,,,,
2021-02-16,"36,800","37,300","36,550","37,050","1,299,163",,,,,,,,,,,,
2021-02-15,"37,000","37,200","36,550","36,900","1,319,424",,,,,,,,,,,,
2021-02-10,"36,400","36,900","35,850","36,750","1,372,185",,,,,,,,,,,,
2021-02-09,"37,400","37,650","36,050","36,300","1,977,598",,,,,,,,,,,,
2021-02-08,"36,200","37,800","35,850","37,250","3,526,024",,,,,,,,,,,,
2021-02-05,"34,350","36,150","34,100","36,150","2,786,900",,,,,,,,,,,,
2021-02-04,"35,400","35,400","33,700","33,950","1,964,314",,,,,,,,,,,,
2021-02-03,"35,400","35,900","34,650","34,800","1,821,550",,,,,,,,,,,,
2021-02-02,"35,250","35,700","34,700","34,850","1,585,391",,,,,,,,,,,,
2021-02-01,"32,600","35,300","32,600","35,150","2,949,278",,,,,,,,,,,,
2021-01-29,"34,750","34,900","32,650","32,650","3,128,632",,,,,,,,,,,,
2021-01-28,"34,450","34,650","33,950","34,500","1,629,700",,,,,,,,,,,,
2021-01-27,"35,500","35,550","34,750","35,200","1,813,005",,,,,,,,,,,,
